SessionId	ItemId	Time
33	214820225	1396808159.004
33	214820225	1396808159.531
33	214820225	1396808199.682
33	214820225	1396808213.065
33	214706441	1396808253.199
33	214706441	1396808270.144
33	214706441	1396808271.419
33	214706441	1396808272.049
38	214652878	1396588569.704
38	214716737	1396588615.163
38	214652878	1396588654.463
39	214684721	1396387260.46
39	214680356	1396387304.551
36	214551594	1396814418.669
36	214586970	1396814490.08
37	214826769	1396628767.882
37	214537967	1396628803.356
42	214819745	1396802969.034
42	214819745	1396803072.544
43	214691587	1396684450.194
43	214587915	1396684558.886
41	214821277	1396773278.902
41	214821277	1396773280.247
41	214821277	1396773298.28
41	214821277	1396773400.343
41	214821277	1396773401.495
46	214716932	1396505218.17
46	214716932	1396505239.921
46	214716932	1396505290.956
46	214716932	1396508774.731
46	214716932	1396508789.704
46	214716932	1396508804.157
47	214712235	1396451237.566
47	214581489	1396451257.654
47	214602605	1396451287.492
44	214820441	1396849890.888
44	214826897	1396849944.351
44	214826702	1396850027.689
44	214684513	1396850089.212
44	214838100	1396850162.52
44	214544357	1396850474.185
44	214551626	1396850555.049
44	214691484	1396850679.757
51	214545935	1396375531.791
51	214819438	1396375604.207
51	214839907	1396375650.896
51	214835917	1396375738.886
51	214836210	1396375780.735
49	214698491	1396550671.729
49	214523692	1396550916.859
48	214695307	1396354328.08
48	214695305	1396354365.019
48	214538317	1396354378.585
48	214677448	1396354610.572
54	214819468	1396337587.173
54	214716977	1396338028.688
54	214716977	1396338106.683
54	214716977	1396338114.239
54	214716977	1396338136.709
54	214716939	1396338196.726
53	214544355	1396448876.257
53	214601212	1396448969.715
53	214601212	1396449053.202
53	214601212	1396449097.504
52	214716982	1396465753.273
52	214716984	1396466927.335
59	214844248	1396815760.046
59	214844248	1396815761.522
58	214515834	1396435643.796
58	214515830	1396435709.638
57	214717318	1396385455.024
57	214717318	1396385754.817
56	214832557	1396542703.555
56	214559660	1396542799.319
56	214559660	1396542975.132
56	214819520	1396542976.62
56	214586540	1396543080.495
63	214587797	1396700465.172
63	214835775	1396700465.212
63	214844109	1396700466.67
62	214714794	1396798954.618
62	214601407	1396798980.299
62	214826619	1396799091.971
62	214746427	1396799144.613
62	214821300	1396799149.462
62	214717562	1396799187.323
62	214826927	1396799207.147
62	214748334	1396799234.526
62	214826908	1396799316.052
62	214800262	1396799336.201
61	214709645	1396422013.748
61	214709645	1396422017.209
61	214709645	1396422086.344
61	214709645	1396422122.15
61	214709645	1396422125.171
68	214532072	1396426089.491
68	214532070	1396426101.022
69	214827022	1396866519.441
69	214840419	1396866572.058
71	214716984	1396527358.157
71	214832657	1396527424.891
64	214662975	1396468243.683
64	214537779	1396468364.743
64	214840762	1396468443.319
66	214821277	1396771104.215
66	214821277	1396771152.227
66	214821277	1396771188.488
67	214748300	1396766348.863
67	214748293	1396766434.218
76	214826955	1396792332.348
76	214826606	1396792366.032
76	214687642	1396792471.004
77	214832559	1396463434.579
77	214832559	1396463460.216
77	214832559	1396463583.555
77	214821017	1396463666.499
77	214821017	1396463696.444
77	214572234	1396463776.247
77	214826715	1396463975.227
77	214826715	1396463993.972
78	214509135	1396621680.684
78	214536853	1396621805.23
78	214509133	1396621844.963
78	214509135	1396621889.66
78	214509135	1396621923.15
78	214509135	1396622119.399
78	214717877	1396622398.61
78	214826615	1396622431.139
78	214716982	1396623107.704
79	214819472	1396349130.931
79	214687685	1396349281.155
72	214821285	1396452863.334
72	214821285	1396452865.0
72	214826801	1396452877.701
72	214826801	1396452879.033
73	214826705	1396532146.173
73	214826705	1396532218.538
74	214668590	1396828275.878
74	214826872	1396828442.098
87	214652220	1396851548.914
87	214840483	1396851560.979
87	214840483	1396851568.762
87	214717286	1396851961.516
87	214558807	1396851975.176
87	214821300	1396851992.159
87	214826908	1396852010.136
87	214826908	1396852019.987
87	214826908	1396852028.677
87	214554637	1396852068.327
87	214819430	1396852081.564
87	214819430	1396852090.111
87	214826837	1396852113.431
87	214826837	1396852121.85
87	214820392	1396852145.905
87	214820392	1396852155.64
87	214586694	1396852337.309
87	214819376	1396852347.727
87	214553844	1396852369.233
87	214601229	1396852497.84
87	214555500	1396853238.219
87	214695127	1396853254.388
87	214819760	1396853266.542
87	214717850	1396853438.087
87	214718385	1396853449.482
87	214743369	1396853461.526
87	214743369	1396853468.839
86	214648475	1396376423.827
86	214648340	1396376477.686
86	214648438	1396376508.407
86	214648455	1396376744.766
86	214712936	1396376796.703
86	214712887	1396377047.505
86	214696149	1396377103.795
86	214717097	1396377227.089
86	214534352	1396377314.749
86	214534352	1396377315.924
86	214717097	1396377412.402
81	214560099	1396461510.382
81	214560099	1396461537.972
81	214560099	1396461615.836
81	214832750	1396461623.941
81	214560099	1396461678.189
82	214685621	1396726319.631
82	214684093	1396726453.085
82	214546097	1396726496.99
82	214685623	1396726622.762
93	214819685	1396876272.238
93	214839907	1396876306.644
93	214839905	1396876392.656
93	214811752	1396876449.881
92	214717007	1396595512.265
92	214717003	1396595530.903
92	214716928	1396595586.319
94	214820842	1396448327.195
94	214819490	1396448497.901
89	214555869	1396879955.665
89	214537185	1396879971.832
88	214840599	1396637513.79
88	214835735	1396637897.937
91	214838100	1396637031.845
91	214706216	1396637109.938
102	214829737	1396840484.923
102	214821315	1396840648.024
103	214748293	1396535024.577
103	214748293	1396535052.525
101	214712272	1396623579.805
101	214820450	1396623876.148
98	214821380	1396433404.369
98	214821380	1396433441.162
99	214826799	1396861909.603
99	214827005	1396861956.843
99	214718390	1396862053.208
99	214718396	1396862101.504
99	214826627	1396862279.263
96	214841060	1396810129.401
96	214841060	1396810204.782
97	214687768	1396698997.936
97	214706445	1396699130.572
111	214811752	1396805449.175
111	214811754	1396805494.271
108	214594678	1396524574.491
108	214594680	1396524631.064
108	214594680	1396524696.145
109	214821369	1396726223.836
109	214821369	1396726261.983
109	214697771	1396726286.46
109	214697512	1396726318.589
109	214697413	1396726327.529
109	214697409	1396726345.285
109	214652409	1396726369.629
109	214537127	1396726398.747
109	214537127	1396726435.816
109	214820237	1396727151.473
109	214820237	1396727200.527
109	214709645	1396727319.452
109	214699213	1396727486.045
109	214820237	1396727638.822
109	214820237	1396727668.533
109	214820237	1396729139.616
109	214709645	1396729694.662
109	214537127	1396729754.375
106	214554358	1396779233.306
106	214716950	1396779512.658
107	214821275	1396810231.634
107	214829741	1396810306.74
104	214829741	1396895402.454
104	214820842	1396895464.993
104	214821279	1396895505.755
104	214703790	1396895603.598
119	214716954	1396606020.118
119	214838366	1396606814.309
118	214821022	1396600660.336
118	214820814	1396600712.806
117	214684721	1396638938.077
117	214821369	1396638958.194
117	214826833	1396639043.092
117	214819472	1396639043.374
116	214821315	1396860657.912
116	214821305	1396860709.282
114	214826702	1396822668.496
114	214821275	1396822703.088
113	214717847	1396443391.56
113	214819719	1396443460.599
113	214748336	1396443536.608
112	214536440	1396601980.258
112	214536437	1396602035.512
127	214512416	1396710825.268
127	214512416	1396710906.385
126	214839313	1396801019.957
126	214839313	1396801032.378
126	214839313	1396801096.707
124	214826705	1396787567.246
124	214826705	1396787791.023
123	214510044	1396350796.906
123	214510044	1396350817.282
123	214510044	1396350820.12
123	214582387	1396350826.366
123	214537535	1396350894.433
123	214584812	1396350931.277
123	214537535	1396350994.548
123	214584810	1396351017.144
122	214600989	1396817143.933
122	214704180	1396817176.914
121	214705693	1396770172.214
121	214696824	1396770203.799
121	214705682	1396770257.445
121	214696817	1396770316.896
121	214705691	1396770394.336
121	214705693	1396770408.042
121	214711710	1396770426.418
121	214705691	1396770720.781
121	214705691	1396770767.367
121	214687539	1396770783.022
121	214705687	1396770882.132
121	214744796	1396770939.424
121	214681648	1396771021.168
121	214717307	1396771108.606
121	214577750	1396771143.163
121	214650382	1396771182.963
121	214744796	1396771414.189
121	214696817	1396771526.522
121	214705682	1396771600.037
121	214711710	1396771699.755
137	214821013	1396478918.813
137	214821013	1396478918.935
137	214572182	1396478944.595
137	214572182	1396478944.66
136	214840762	1396355123.651
136	214586983	1396355123.918
139	214820441	1396781769.941
139	214826623	1396781861.929
138	214594633	1396601979.071
138	214594592	1396602308.905
138	214601010	1396603368.742
138	214601010	1396603455.178
138	214601015	1396603487.588
138	214594592	1396603764.106
138	214594592	1396604201.066
141	214821275	1396894355.794
141	214827032	1396894407.129
143	214843370	1396639803.512
143	214843370	1396639839.756
143	214843370	1396639851.376
142	214595893	1396641607.884
142	214595889	1396641658.248
129	214841060	1396341438.399
129	214841060	1396341451.053
129	214840378	1396341497.266
129	214826955	1396341531.896
129	214821275	1396341730.009
129	214829285	1396341769.137
128	214826623	1396776807.228
128	214826615	1396777298.816
131	214819719	1396500368.891
131	214791688	1396500413.499
131	214819472	1396500452.085
133	214826810	1396515402.998
133	214826810	1396515456.405
132	214821377	1396498634.116
132	214820201	1396498883.765
134	214587650	1396638220.133
134	214535617	1396638274.608
134	214535595	1396638409.015
134	214587650	1396638427.617
153	214573312	1396605779.851
153	214573312	1396606046.15
153	214829257	1396606199.225
153	214834987	1396606255.109
154	214826810	1396515547.398
154	214840419	1396515618.944
154	214840419	1396515656.756
154	214560187	1396515871.148
154	214716984	1396515913.296
156	214585397	1396687430.384
156	214585397	1396687662.11
157	214821339	1396767680.547
157	214844357	1396767717.363
158	214821020	1396472257.38
158	214819547	1396472537.695
158	214819547	1396472553.083
158	214821024	1396472596.229
158	214718160	1396472600.604
158	214829282	1396472601.263
159	214551626	1396814564.585
159	214821279	1396814700.668
144	214821022	1396367603.538
144	214718169	1396367638.913
144	214821024	1396367660.576
144	214601233	1396367808.595
144	214545500	1396367909.643
144	214545455	1396367987.926
144	214545440	1396368068.181
144	214545455	1396368102.146
146	214820252	1396867827.969
146	214582502	1396868036.358
146	214836802	1396868059.678
146	214672963	1396868089.037
147	214821020	1396556119.46
147	214829282	1396556155.642
148	214684093	1396368365.51
148	214684093	1396368618.276
148	214684093	1396369107.448
149	214681104	1396789128.803
149	214511092	1396789190.007
171	214706432	1396547125.575
171	214708305	1396547133.177
171	214587013	1396547291.136
169	214554358	1396793793.419
169	214678916	1396794680.326
168	214837378	1396529916.401
168	214828850	1396529989.951
168	214828850	1396530151.738
174	214820942	1396503503.762
174	214684093	1396503827.918
173	214839313	1396639030.017
173	214840001	1396639141.653
172	214828867	1396813124.0
172	214743497	1396813259.444
172	214821392	1396813341.925
163	214674568	1396378948.976
163	214645316	1396379102.869
163	214536860	1396379332.71
163	214639177	1396379357.934
163	214820261	1396379503.705
162	214589518	1396790573.321
162	214576665	1396790713.506
161	214709645	1396765254.184
161	214820225	1396765333.955
167	214709792	1396687448.413
167	214717046	1396687490.129
166	214532623	1396626296.595
166	214557206	1396626407.086
166	214826897	1396627172.594
166	214826801	1396627236.555
166	214576500	1396627975.072
164	214697690	1396500226.448
164	214646349	1396500357.726
164	214646250	1396500387.955
186	214685795	1396686580.261
186	214630042	1396686658.014
187	214553735	1396461922.418
187	214677969	1396462141.677
187	214553735	1396462285.795
187	214586874	1396463719.088
187	214587937	1396463897.27
187	214586874	1396464002.831
187	214589600	1396464017.359
184	214840762	1396884344.861
184	214575088	1396884584.789
184	214550259	1396884760.774
191	214839373	1396871388.178
191	214836765	1396871425.102
191	214838100	1396871458.628
188	214717007	1396366919.587
188	214716928	1396367001.972
189	214613865	1396595671.423
189	214613865	1396595685.348
189	214613870	1396595812.475
178	214716935	1396377202.071
178	214716932	1396377334.913
178	214716932	1396377510.796
179	214532070	1396602723.018
179	214821285	1396602761.035
179	214711333	1396602835.948
179	214691604	1396603321.956
176	214565623	1396863530.742
176	214557236	1396863571.366
177	214820387	1396343860.747
177	214827035	1396343945.185
182	214535621	1396623124.266
182	214535621	1396623191.019
183	214552243	1396701327.515
183	214552464	1396701397.843
181	214820231	1396695498.657
181	214820231	1396695833.817
204	214826837	1396869739.132
204	214819430	1396869771.495
207	214826900	1396896960.868
207	214826900	1396896979.738
207	214664919	1396897198.414
207	214826900	1396897318.299
206	214820456	1396463015.171
206	214820456	1396463015.877
201	214827020	1396785134.508
201	214821272	1396785134.616
203	214821367	1396457224.826
203	214584808	1396457363.057
203	214836761	1396457593.175
203	214826893	1396457638.325
203	214839849	1396457937.231
202	214835561	1396815122.937
202	214835561	1396815208.814
197	214774685	1396720544.263
197	214774685	1396720552.647
197	214839997	1396720795.774
197	214839313	1396720809.143
197	214774685	1396721096.252
196	214826874	1396426839.717
196	214826874	1396426861.368
196	214821399	1396426908.231
196	214826874	1396426926.763
199	214819552	1396559613.104
199	214820938	1396559811.153
199	214821380	1396559874.745
198	214826803	1396878445.615
198	214826803	1396878468.528
198	214826803	1396880476.153
193	214829282	1396457453.302
193	214829282	1396457456.015
192	214687685	1396777765.582
192	214556840	1396777835.927
192	214601042	1396778407.809
192	214691484	1396778465.101
194	214821397	1396621756.071
194	214821397	1396621787.845
194	214821397	1396621870.979
194	214821397	1396622197.84
221	214821022	1396510196.013
221	214819550	1396510220.838
221	214826627	1396510369.703
222	214669730	1396585106.86
222	214836281	1396585205.902
223	214821300	1396897002.948
223	214690110	1396897014.404
223	214753515	1396897059.065
216	214821277	1396461176.334
216	214821277	1396461223.036
217	214540035	1396530758.872
217	214577711	1396530838.473
217	214708239	1396530890.756
217	214517880	1396531116.007
217	214577711	1396531160.399
217	214578007	1396531191.04
217	214819725	1396531220.978
217	214819815	1396531584.852
218	214601462	1396631537.468
218	214746386	1396631583.9
219	214708404	1396336030.597
219	214708406	1396336030.891
219	214725500	1396336066.076
219	214839660	1396336227.592
219	214833714	1396336285.761
219	214714817	1396336362.091
212	214821290	1396630583.21
212	214821290	1396630793.129
212	214585395	1396631253.339
212	214826700	1396632420.731
212	214826700	1396632446.233
212	214826801	1396632488.273
212	214691366	1396632784.318
212	214821377	1396632943.364
212	214567410	1396632961.246
212	214643657	1396633037.103
212	214826608	1396633128.458
212	214684513	1396633200.211
212	214829312	1396633275.517
212	214685795	1396633337.336
212	214829312	1396633344.292
212	214821298	1396633358.174
208	214821024	1396353374.602
208	214587384	1396353394.686
208	214718203	1396353437.065
208	214832557	1396353460.253
209	214827022	1396868733.921
209	214836341	1396868828.263
211	214652422	1396601537.066
211	214567410	1396601761.397
211	214567404	1396601842.603
239	214820192	1396813491.492
239	214844297	1396813580.03
239	214699301	1396813657.947
238	214717007	1396638087.919
238	214717005	1396638129.11
238	214717005	1396638160.14
237	214833802	1396865397.508
237	214843382	1396865434.913
237	214843385	1396865612.952
237	214843387	1396865713.941
237	214842420	1396865854.644
237	214843477	1396865994.571
237	214843955	1396866150.464
237	214843950	1396866250.551
237	214843494	1396866312.487
237	214844310	1396866437.594
237	214696802	1396866771.91
237	214840599	1396866792.164
236	214833802	1396361507.322
236	214820842	1396361605.919
234	214839313	1396774682.487
234	214839313	1396774706.104
234	214839995	1396774734.906
233	214716928	1396556048.531
233	214717003	1396556104.913
231	214586711	1396784408.108
231	214684160	1396785298.702
229	214539039	1396890849.665
229	214539084	1396890911.812
228	214631008	1396458415.079
228	214839995	1396458458.751
228	214839313	1396458972.643
227	214829285	1396464016.729
227	214826702	1396464062.209
226	214820938	1396621127.658
226	214821037	1396621165.995
224	214826803	1396790749.334
224	214821285	1396790871.546
224	214826803	1396790941.731
224	214820383	1396790946.865
224	214826801	1396790976.208
254	214695345	1396536279.991
254	214701302	1396536308.804
254	214701287	1396536364.477
254	214695386	1396536412.789
254	214696352	1396536484.333
252	214820842	1396806845.349
252	214840378	1396807054.47
252	214705100	1396807757.273
253	214743341	1396554695.937
253	214743341	1396556918.28
253	214743341	1396556928.255
253	214837820	1396557537.595
253	214837764	1396557636.221
253	214837762	1396557709.602
253	214709685	1396557797.08
253	214839257	1396557844.697
253	214716341	1396557855.882
253	214685152	1396558140.557
253	214685152	1396558154.638
253	214544945	1396558343.365
253	214544936	1396558426.306
251	214744779	1396642766.931
251	214743341	1396642828.702
251	214744779	1396642872.536
251	214820456	1396642925.11
249	214819385	1396344487.365
249	214819378	1396344513.441
249	214710090	1396344597.138
249	214820938	1396344659.42
249	214821022	1396344705.464
246	214540035	1396381231.593
246	214819798	1396381279.64
244	214819811	1396549963.99
244	214517880	1396549992.657
242	214839870	1396529139.315
242	214839866	1396529199.394
242	214705787	1396529229.6
241	214561991	1396362416.391
241	214561991	1396362431.295
241	214820938	1396362654.929
274	214745317	1396894767.211
274	214745317	1396896742.928
273	214556270	1396640814.464
273	214821339	1396641402.784
273	214554384	1396641557.561
273	214694139	1396641771.809
272	214586722	1396551709.397
272	214826897	1396551827.93
272	214681091	1396551966.901
279	214601233	1396611051.295
279	214716932	1396611195.733
279	214716930	1396611238.838
279	214716932	1396611417.316
278	214820385	1396384139.485
278	214820385	1396384140.694
277	214836958	1396815799.567
277	214537826	1396815821.003
277	214836958	1396815839.028
277	214536577	1396815853.419
277	214836958	1396815865.653
277	214836958	1396815913.183
277	214580790	1396815967.431
277	214580790	1396816074.586
277	214579749	1396816095.059
277	214537856	1396816212.976
277	214512152	1396816273.933
277	214836960	1396816425.53
277	214836960	1396816533.624
277	214612760	1396816640.986
276	214819410	1396368700.787
276	214700752	1396368717.677
283	214821275	1396694717.226
283	214833800	1396694897.607
282	214706102	1396340488.613
282	214800272	1396340509.381
281	214820402	1396536665.089
281	214820400	1396536676.317
287	214607143	1396768414.471
287	214640394	1396768464.652
287	214607143	1396768850.67
287	214640394	1396768933.746
287	214607143	1396769432.606
286	214832557	1396520635.033
286	214717888	1396520707.525
284	214839311	1396361091.276
284	214820387	1396361154.785
284	214819472	1396361187.648
284	214819740	1396361195.029
258	214842446	1396436816.494
258	214691602	1396436861.943
258	214842446	1396436870.493
258	214842446	1396436884.571
258	214691600	1396436895.623
258	214691597	1396436952.464
258	214842446	1396436966.802
258	214842442	1396437001.977
258	214691604	1396437040.571
259	214819490	1396862174.08
259	214828987	1396862295.917
259	214684845	1396862328.124
259	214826912	1396862353.395
256	214826998	1396880196.706
256	214826998	1396880277.517
256	214748334	1396880305.346
256	214826934	1396880314.007
257	214821277	1396796362.715
257	214821290	1396796376.535
257	214821307	1396796470.731
262	214508942	1396781652.15
262	214716982	1396781714.787
262	214716984	1396781741.871
262	214509013	1396781879.006
262	214842290	1396781941.504
262	214840762	1396781996.213
262	214842287	1396782014.434
262	214820441	1396782174.471
263	214561475	1396541175.173
263	214532147	1396541517.189
263	214539532	1396541566.613
263	214511375	1396541665.145
261	214692791	1396777193.258
261	214697990	1396777208.332
261	214611283	1396777362.314
266	214684513	1396700783.064
266	214684513	1396700783.948
267	214840541	1396765922.9
267	214587508	1396766002.272
267	214551581	1396766656.337
264	214826955	1396852899.744
264	214826623	1396853484.441
264	214827000	1396853581.074
264	214811739	1396853608.475
264	214650626	1396853620.79
264	214650626	1396853663.866
264	214827005	1396853743.064
264	214834865	1396853781.993
264	214577518	1396853790.384
271	214826816	1396817543.775
271	214826705	1396817559.689
271	214826816	1396817599.893
271	214826705	1396817624.116
271	214826816	1396818217.753
268	214839313	1396715113.653
268	214602774	1396715575.079
269	214820182	1396341345.863
269	214820192	1396341366.076
269	214820182	1396341394.683
269	214820225	1396341528.993
269	214820237	1396341553.842
304	214510044	1396874932.838
304	214582387	1396874962.014
304	214510044	1396875006.623
307	214594637	1396355757.099
307	214684513	1396355914.976
307	214602821	1396357418.083
307	214594637	1396357446.327
306	214826705	1396348000.672
306	214826816	1396348039.511
309	214826801	1396771163.727
309	214836761	1396771322.034
309	214820255	1396771519.43
308	214602268	1396374562.403
308	214602268	1396374634.74
308	214602268	1396374661.099
311	214574777	1396825085.976
311	214700992	1396825092.334
311	214700990	1396825133.912
313	214826617	1396773802.021
313	214826715	1396774058.713
312	214826900	1396777329.047
312	214842577	1396777534.633
314	214576500	1396409839.158
314	214839313	1396409924.438
314	214820195	1396410118.413
314	214709634	1396410150.198
314	214699301	1396410185.917
317	214826955	1396450648.295
317	214826955	1396450670.099
316	214545935	1396378485.117
316	214820231	1396378528.558
319	214600625	1396452383.374
319	214600625	1396452426.143
319	214600625	1396452530.405
318	214821020	1396689101.334
318	214821024	1396689123.48
288	214716935	1396520265.705
288	214716932	1396520465.846
288	214582950	1396520543.429
289	214676387	1396797386.819
289	214676387	1396797591.243
291	214684513	1396720916.679
291	214839373	1396720928.772
291	214684513	1396720970.079
291	214684513	1396721005.03
292	214717888	1396520182.353
292	214838503	1396520222.309
292	214685784	1396520296.554
292	214684513	1396520299.996
293	214826705	1396715712.828
293	214826705	1396715726.748
293	214820383	1396715764.939
293	214826803	1396715774.073
293	214826803	1396715780.325
293	214821285	1396715789.114
293	214821285	1396715825.019
293	214821285	1396715970.143
293	214821285	1396716007.544
294	214510854	1396611110.207
294	214510854	1396611164.466
294	214672963	1396611170.304
294	214510854	1396611267.432
294	214702811	1396611276.41
294	214510854	1396611289.65
294	214537455	1396611302.031
294	214510854	1396611313.471
296	214696434	1396643703.591
296	214696434	1396643749.831
296	214696434	1396643752.32
297	214582942	1396514861.011
297	214582942	1396515031.031
298	214508942	1396464192.047
298	214753659	1396464250.905
299	214717007	1396393082.038
299	214838368	1396393195.038
299	214716937	1396393353.838
301	214826912	1396772949.414
301	214826912	1396772951.741
301	214834865	1396773021.043
301	214834865	1396773022.469
302	214820218	1396355131.901
302	214547600	1396355159.741
303	214718169	1396461334.666
303	214821024	1396461351.788
343	214594678	1396867450.79
343	214594680	1396867481.17
342	214702740	1396812150.377
342	214601441	1396812221.944
342	214545967	1396812259.985
339	214640477	1396893861.435
339	214640477	1396895365.611
338	214640477	1396787651.953
338	214640477	1396789303.078
337	214821020	1396547843.176
337	214820842	1396551175.563
337	214826897	1396551397.027
337	214535621	1396551435.976
337	214821285	1396551459.022
337	214821373	1396551498.473
337	214821022	1396551563.533
336	214630042	1396716958.104
336	214819502	1396717419.673
351	214512656	1396787262.789
351	214512658	1396787286.381
351	214512658	1396787287.433
351	214694332	1396787520.92
349	214829737	1396780143.435
349	214829737	1396780451.101
349	214829737	1396780525.042
349	214829737	1396780619.965
349	214821309	1396780900.389
348	214712237	1396815002.175
348	214704180	1396815020.355
347	214709792	1396695545.266
347	214709792	1396695910.836
346	214640237	1396619651.955
346	214640237	1396620483.084
344	214638480	1396876252.503
344	214551570	1396876410.924
344	214638480	1396876490.003
327	214709312	1396769141.003
327	214664895	1396769162.518
327	214587296	1396769199.637
327	214664895	1396769692.66
324	214835760	1396630331.52
324	214587785	1396630467.956
324	214840599	1396630680.269
324	214835760	1396630725.323
324	214835585	1396630801.946
324	214833802	1396630827.96
324	214833800	1396630933.997
324	214832730	1396631003.41
324	214587800	1396631100.265
324	214833802	1396631145.023
324	214833802	1396631257.369
324	214538030	1396631545.97
324	214584939	1396631582.796
322	214838456	1396641048.896
322	214508942	1396641365.521
323	214702702	1396553635.47
323	214702704	1396553683.669
321	214706460	1396679895.742
321	214706432	1396680074.434
